6803.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6804.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6805.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6806.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6807.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6808.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6809.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6810.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6811.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6812.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6813.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6814.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6815.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6816.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6817.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6818.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6819.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6820.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6821.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6822.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6823.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6824.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6825.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6826.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6827.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6828.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6829.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6830.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6831.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6832.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6833.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6834.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6835.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6836.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6837.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6838.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6839.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6840.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6841.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6842.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6843.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6844.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6845.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6846.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6847.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6848.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6849.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6850.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6851.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6852.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6853.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6854.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6855.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6856.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6857.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6858.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6859.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6860.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6861.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6862.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6863.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6864.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6865.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6866.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6867.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6868.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6869.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6870.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6871.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6872.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6873.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6874.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6875.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6876.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6877.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6878.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6879.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6880.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6881.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6882.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6883.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6884.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6885.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6886.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6887.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6888.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6889.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6890.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6891.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6892.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6893.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6894.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6895.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6896.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6897.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6898.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6899.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6900.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6901.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6902.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6903.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6904.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6905.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6906.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6907.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6908.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6909.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6910.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6911.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6912.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6913.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6914.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6915.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6916.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6917.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6918.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6919.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6920.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6921.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6922.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6923.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6924.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6925.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6926.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6927.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6928.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6929.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6930.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6931.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6932.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6933.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6934.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6935.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6936.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6937.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6938.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6939.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6940.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6941.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6942.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6943.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6944.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6945.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6946.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6947.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6948.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6949.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6950.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6951.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6952.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6953.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6954.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6955.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6956.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6957.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6958.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6959.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6960.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6961.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6962.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6963.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6964.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6965.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6966.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6967.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6968.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6969.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6970.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6971.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6972.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6973.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6974.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6975.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6976.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6977.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6978.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6979.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6980.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6981.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6982.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6983.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6984.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6985.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6986.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6987.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6988.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6989.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6990.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6991.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6992.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6993.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6994.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6995.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6996.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6997.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6998.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
6999.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7000.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7001.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7002.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7003.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7004.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7005.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7006.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7007.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7008.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7009.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7010.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7011.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7012.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7013.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7014.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7015.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7016.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7017.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7018.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7019.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7020.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7021.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7022.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7023.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7024.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7025.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7026.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7027.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7028.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7029.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7030.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7031.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7032.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7033.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
7034.000000 -0.089395 -0.023950 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000
